State,County,Year,Unemployment_Rate
South Carolina,Orangeburg,2024,7.94
South Carolina,Pickens,2005,4.94
South Carolina,Pickens,2006,4.59
South Carolina,Pickens,2007,4.92
South Carolina,Pickens,2008,5.02
South Carolina,Pickens,2009,4.77
South Carolina,Pickens,2010,4.84
South Carolina,Pickens,2011,5.21
South Carolina,Pickens,2012,5.29
South Carolina,Pickens,2013,5.58
South Carolina,Pickens,2014,5.67
South Carolina,Pickens,2015,5.95
South Carolina,Pickens,2016,7.04
South Carolina,Pickens,2017,7.28
South Carolina,Pickens,2018,7.29
South Carolina,Pickens,2019,7.12
South Carolina,Pickens,2020,6.8
South Carolina,Pickens,2021,6.97
South Carolina,Pickens,2022,7.15
South Carolina,Pickens,2023,6.9
South Carolina,Pickens,2024,6.49
South Carolina,Richland,2005,7.05
South Carolina,Richland,2006,7.28
South Carolina,Richland,2007,7.24
South Carolina,Richland,2008,6.84
South Carolina,Richland,2009,6.95
South Carolina,Richland,2010,7.17
South Carolina,Richland,2011,7.54
South Carolina,Richland,2012,7.84
South Carolina,Richland,2013,7.84
South Carolina,Richland,2014,7.71
South Carolina,Richland,2015,7.47
South Carolina,Richland,2016,7.15
South Carolina,Richland,2017,7.14
South Carolina,Richland,2018,7.44
South Carolina,Richland,2019,8.01
South Carolina,Richland,2020,7.96
South Carolina,Richland,2021,8.43
South Carolina,Richland,2022,8.61
South Carolina,Richland,2023,8.59
South Carolina,Richland,2024,8.52
South Carolina,Saluda,2005,6.93
South Carolina,Saluda,2006,6.63
South Carolina,Saluda,2007,7.09
South Carolina,Saluda,2008,6.57
South Carolina,Saluda,2009,6.31
South Carolina,Saluda,2010,6.4
South Carolina,Saluda,2011,6.37
South Carolina,Saluda,2012,6.22
South Carolina,Saluda,2013,5.93
South Carolina,Saluda,2014,6.64
South Carolina,Saluda,2015,6.94
South Carolina,Saluda,2016,6.46
South Carolina,Saluda,2017,6.28
South Carolina,Saluda,2018,6.23
South Carolina,Saluda,2019,6.36
South Carolina,Saluda,2020,6.17
South Carolina,Saluda,2021,5.94
South Carolina,Saluda,2022,5.48
South Carolina,Saluda,2023,5.16
South Carolina,Saluda,2024,4.64
South Carolina,Spartanburg,2005,5.29
South Carolina,Spartanburg,2006,5.16
South Carolina,Spartanburg,2007,4.86
South Carolina,Spartanburg,2008,5.26
South Carolina,Spartanburg,2009,5.37
South Carolina,Spartanburg,2010,5.4
South Carolina,Spartanburg,2011,5.15
South Carolina,Spartanburg,2012,5.51
South Carolina,Spartanburg,2013,5.56
South Carolina,Spartanburg,2014,5.24
South Carolina,Spartanburg,2015,5.28
South Carolina,Spartanburg,2016,5.48
South Carolina,Spartanburg,2017,5.28
South Carolina,Spartanburg,2018,5.3
South Carolina,Spartanburg,2019,5.35
South Carolina,Spartanburg,2020,5.2
South Carolina,Spartanburg,2021,5.53
South Carolina,Spartanburg,2022,5.85
South Carolina,Spartanburg,2023,5.37
South Carolina,Spartanburg,2024,5.01
South Carolina,Sumter,2005,7.96
South Carolina,Sumter,2006,7.69
South Carolina,Sumter,2007,7.5
South Carolina,Sumter,2008,7.72
South Carolina,Sumter,2009,7.97
South Carolina,Sumter,2010,8.51
South Carolina,Sumter,2011,8.69
South Carolina,Sumter,2012,8.9
South Carolina,Sumter,2013,9.01
South Carolina,Sumter,2014,9.4
South Carolina,Sumter,2015,9.44
South Carolina,Sumter,2016,9.6
South Carolina,Sumter,2017,9.58
South Carolina,Sumter,2018,10.31
South Carolina,Sumter,2019,10.54
South Carolina,Sumter,2020,10.66
South Carolina,Sumter,2021,10.72
South Carolina,Sumter,2022,10.59
South Carolina,Sumter,2023,10.98
South Carolina,Sumter,2024,10.59
South Carolina,Union,2005,4.21
South Carolina,Union,2006,4.12
South Carolina,Union,2007,3.95
South Carolina,Union,2008,4.07
South Carolina,Union,2009,3.63
South Carolina,Union,2010,3.52
South Carolina,Union,2011,3.42
South Carolina,Union,2012,3.12
South Carolina,Union,2013,3.2
South Carolina,Union,2014,3.39
South Carolina,Union,2015,3.54
South Carolina,Union,2016,4.46
South Carolina,Union,2017,4.18
South Carolina,Union,2018,4.15
South Carolina,Union,2019,4.22
South Carolina,Union,2020,3.75
South Carolina,Union,2021,3.76
South Carolina,Union,2022,3.5
South Carolina,Union,2023,3.59
South Carolina,Union,2024,3.63
South Carolina,Williamsburg,2005,4.72
South Carolina,Williamsburg,2006,4.53
South Carolina,Williamsburg,2007,4.75
South Carolina,Williamsburg,2008,4.78
South Carolina,Williamsburg,2009,4.61
South Carolina,Williamsburg,2010,4.95
South Carolina,Williamsburg,2011,5.42
South Carolina,Williamsburg,2012,5.02
South Carolina,Williamsburg,2013,4.38
South Carolina,Williamsburg,2014,4.52
South Carolina,Williamsburg,2015,4.51
South Carolina,Williamsburg,2016,4.47
South Carolina,Williamsburg,2017,4.46
South Carolina,Williamsburg,2018,4.27
South Carolina,Williamsburg,2019,4.56
South Carolina,Williamsburg,2020,4.48
South Carolina,Williamsburg,2021,4.75
South Carolina,Williamsburg,2022,4.72
South Carolina,Williamsburg,2023,4.79
South Carolina,Williamsburg,2024,4.52
South Carolina,York,2005,4.08
South Carolina,York,2006,4.02
South Carolina,York,2007,4.17
South Carolina,York,2008,4.04
South Carolina,York,2009,3.82
South Carolina,York,2010,4.56
South Carolina,York,2011,4.26
South Carolina,York,2012,4.4
South Carolina,York,2013,4.2
South Carolina,York,2014,3.85
South Carolina,York,2015,3.98
South Carolina,York,2016,4.49
South Carolina,York,2017,4.05
South Carolina,York,2018,3.95
South Carolina,York,2019,3.92
South Carolina,York,2020,4.55
South Carolina,York,2021,4.51
South Carolina,York,2022,4.88
South Carolina,York,2023,4.64
South Carolina,York,2024,4.87
