State,County,Year,Median_Household_Income
North Carolina,Gates,2016,55396.05
North Carolina,Gates,2017,55557.4
North Carolina,Gates,2018,56650.59
North Carolina,Gates,2019,57964.31
North Carolina,Gates,2020,59309.74
North Carolina,Gates,2021,60512.18
North Carolina,Gates,2022,60988.24
North Carolina,Gates,2023,63091.17
North Carolina,Gates,2024,64186.64
North Carolina,Graham,2005,53212.44
North Carolina,Graham,2006,54555.86
North Carolina,Graham,2007,55455.9
North Carolina,Graham,2008,56177.04
North Carolina,Graham,2009,57511.98
North Carolina,Graham,2010,58458.75
North Carolina,Graham,2011,60459.92
North Carolina,Graham,2012,61751.37
North Carolina,Graham,2013,62755.91
North Carolina,Graham,2014,62694.43
North Carolina,Graham,2015,63918.38
North Carolina,Graham,2016,65276.19
North Carolina,Graham,2017,66701.72
North Carolina,Graham,2018,67509.9
North Carolina,Graham,2019,67474.98
North Carolina,Graham,2020,68473.81
North Carolina,Graham,2021,69472.16
North Carolina,Graham,2022,69422.91
North Carolina,Graham,2023,70534.17
North Carolina,Graham,2024,71287.54
North Carolina,Granville,2005,41613.31
North Carolina,Granville,2006,43000.74
North Carolina,Granville,2007,44032.05
North Carolina,Granville,2008,45104.95
North Carolina,Granville,2009,45540.95
North Carolina,Granville,2010,45999.64
North Carolina,Granville,2011,46810.1
North Carolina,Granville,2012,47545.19
North Carolina,Granville,2013,48960.98
North Carolina,Granville,2014,50012.58
North Carolina,Granville,2015,50552.78
North Carolina,Granville,2016,52363.55
North Carolina,Granville,2017,53474.23
North Carolina,Granville,2018,54153.01
North Carolina,Granville,2019,55737.51
North Carolina,Granville,2020,55992.55
North Carolina,Granville,2021,56689.96
North Carolina,Granville,2022,58087.92
North Carolina,Granville,2023,58898.02
North Carolina,Granville,2024,59233.05
North Carolina,Greene,2005,43494.55
North Carolina,Greene,2006,44080.37
North Carolina,Greene,2007,44244.5
North Carolina,Greene,2008,45451.83
North Carolina,Greene,2009,46298.49
North Carolina,Greene,2010,46987.34
North Carolina,Greene,2011,47843.44
North Carolina,Greene,2012,49660.49
North Carolina,Greene,2013,50895.69
North Carolina,Greene,2014,52209.58
North Carolina,Greene,2015,53778.63
North Carolina,Greene,2016,54481.49
North Carolina,Greene,2017,54594.04
North Carolina,Greene,2018,55620.71
North Carolina,Greene,2019,56275.36
North Carolina,Greene,2020,57795.07
North Carolina,Greene,2021,58360.61
North Carolina,Greene,2022,59970.6
North Carolina,Greene,2023,62009.72
North Carolina,Greene,2024,62881.14
North Carolina,Guilford,2005,54542.28
North Carolina,Guilford,2006,55063.28
North Carolina,Guilford,2007,55374.29
North Carolina,Guilford,2008,56198.43
North Carolina,Guilford,2009,57266.81
North Carolina,Guilford,2010,57975.48
North Carolina,Guilford,2011,59555.88
North Carolina,Guilford,2012,61064.98
North Carolina,Guilford,2013,62131.94
North Carolina,Guilford,2014,62845.1
North Carolina,Guilford,2015,63960.72
North Carolina,Guilford,2016,65148.98
North Carolina,Guilford,2017,66392.58
North Carolina,Guilford,2018,66873.02
North Carolina,Guilford,2019,68321.16
North Carolina,Guilford,2020,69185.56
North Carolina,Guilford,2021,70873.75
North Carolina,Guilford,2022,72646.89
North Carolina,Guilford,2023,74884.14
North Carolina,Guilford,2024,77002.92
North Carolina,Halifax,2005,59826.88
North Carolina,Halifax,2006,61238.51
North Carolina,Halifax,2007,62597.61
North Carolina,Halifax,2008,63088.79
North Carolina,Halifax,2009,64039.72
North Carolina,Halifax,2010,65088.74
North Carolina,Halifax,2011,66085.34
North Carolina,Halifax,2012,67876.82
North Carolina,Halifax,2013,68549.15
North Carolina,Halifax,2014,69610.42
North Carolina,Halifax,2015,70388.15
North Carolina,Halifax,2016,71063.01
North Carolina,Halifax,2017,72338.33
North Carolina,Halifax,2018,74000.46
North Carolina,Halifax,2019,74604.67
North Carolina,Halifax,2020,75848.82
North Carolina,Halifax,2021,76440.99
North Carolina,Halifax,2022,77109.84
North Carolina,Halifax,2023,78387.89
North Carolina,Halifax,2024,79367.14
North Carolina,Harnett,2005,53375.69
North Carolina,Harnett,2006,54098.18
North Carolina,Harnett,2007,55011.9
North Carolina,Harnett,2008,56123.67
North Carolina,Harnett,2009,56438.55
North Carolina,Harnett,2010,57107.95
North Carolina,Harnett,2011,57401.83
North Carolina,Harnett,2012,58877.25
North Carolina,Harnett,2013,58860.72
North Carolina,Harnett,2014,59436.71
North Carolina,Harnett,2015,59906.22
North Carolina,Harnett,2016,60318.62
North Carolina,Harnett,2017,61062.5
North Carolina,Harnett,2018,62920.05
North Carolina,Harnett,2019,63512.35
North Carolina,Harnett,2020,64213.25
North Carolina,Harnett,2021,65521.92
North Carolina,Harnett,2022,67402.47
North Carolina,Harnett,2023,67876.61
North Carolina,Harnett,2024,68351.44
North Carolina,Haywood,2005,50626.33
North Carolina,Haywood,2006,51819.0
North Carolina,Haywood,2007,52511.06
North Carolina,Haywood,2008,53190.66
North Carolina,Haywood,2009,54760.39
North Carolina,Haywood,2010,57065.15
North Carolina,Haywood,2011,58711.8
North Carolina,Haywood,2012,59380.25
North Carolina,Haywood,2013,59368.83
North Carolina,Haywood,2014,60572.16
North Carolina,Haywood,2015,61215.08
North Carolina,Haywood,2016,62296.36
North Carolina,Haywood,2017,63809.57
North Carolina,Haywood,2018,64760.56
North Carolina,Haywood,2019,65086.45
North Carolina,Haywood,2020,65736.32
North Carolina,Haywood,2021,65875.02
North Carolina,Haywood,2022,65516.86
North Carolina,Haywood,2023,66213.87
North Carolina,Haywood,2024,66292.81
North Carolina,Henderson,2005,47503.94
North Carolina,Henderson,2006,47856.56
North Carolina,Henderson,2007,49255.12
North Carolina,Henderson,2008,50113.38
North Carolina,Henderson,2009,51196.87
North Carolina,Henderson,2010,52635.57
North Carolina,Henderson,2011,53835.34
North Carolina,Henderson,2012,54423.94
North Carolina,Henderson,2013,55221.13
North Carolina,Henderson,2014,56400.07
North Carolina,Henderson,2015,57270.78
North Carolina,Henderson,2016,58068.93
North Carolina,Henderson,2017,58861.16
North Carolina,Henderson,2018,59821.65
North Carolina,Henderson,2019,60462.62
North Carolina,Henderson,2020,61836.16
North Carolina,Henderson,2021,62006.6
North Carolina,Henderson,2022,62833.38
North Carolina,Henderson,2023,63876.95
North Carolina,Henderson,2024,64624.91
North Carolina,Hertford,2005,59522.88
North Carolina,Hertford,2006,60882.27
North Carolina,Hertford,2007,61735.87
North Carolina,Hertford,2008,62535.52
North Carolina,Hertford,2009,63229.25
North Carolina,Hertford,2010,65520.12
North Carolina,Hertford,2011,66108.86
North Carolina,Hertford,2012,66356.3
North Carolina,Hertford,2013,67389.13
North Carolina,Hertford,2014,68680.98
North Carolina,Hertford,2015,69620.64
North Carolina,Hertford,2016,70730.9
North Carolina,Hertford,2017,71672.05
North Carolina,Hertford,2018,72126.25
North Carolina,Hertford,2019,72658.29
North Carolina,Hertford,2020,73965.55
North Carolina,Hertford,2021,74964.12
North Carolina,Hertford,2022,76217.0
North Carolina,Hertford,2023,77519.19
North Carolina,Hertford,2024,78800.94
North Carolina,Hoke,2005,46557.5
North Carolina,Hoke,2006,47945.01
North Carolina,Hoke,2007,49257.63
North Carolina,Hoke,2008,49822.66
North Carolina,Hoke,2009,50605.54
North Carolina,Hoke,2010,52605.47
North Carolina,Hoke,2011,53470.31
North Carolina,Hoke,2012,54520.63
North Carolina,Hoke,2013,55437.84
North Carolina,Hoke,2014,56372.63
North Carolina,Hoke,2015,57688.77
North Carolina,Hoke,2016,58873.89
North Carolina,Hoke,2017,60018.99
North Carolina,Hoke,2018,60903.81
North Carolina,Hoke,2019,61479.76
North Carolina,Hoke,2020,62399.78
North Carolina,Hoke,2021,62955.51
North Carolina,Hoke,2022,64111.98
North Carolina,Hoke,2023,65727.95
North Carolina,Hoke,2024,66341.27
North Carolina,Hyde,2005,42639.35
North Carolina,Hyde,2006,43018.02
North Carolina,Hyde,2007,44046.79
North Carolina,Hyde,2008,45112.75
North Carolina,Hyde,2009,45745.63
North Carolina,Hyde,2010,47053.04
North Carolina,Hyde,2011,47907.25
North Carolina,Hyde,2012,49328.12
North Carolina,Hyde,2013,50803.9
North Carolina,Hyde,2014,51066.84
North Carolina,Hyde,2015,52635.37
North Carolina,Hyde,2016,53569.74
North Carolina,Hyde,2017,54020.2
North Carolina,Hyde,2018,55124.66
North Carolina,Hyde,2019,56199.29
North Carolina,Hyde,2020,56809.17
North Carolina,Hyde,2021,56751.34
North Carolina,Hyde,2022,58658.73
North Carolina,Hyde,2023,60086.15
North Carolina,Hyde,2024,61300.77
North Carolina,Iredell,2005,47103.58
North Carolina,Iredell,2006,48085.66
North Carolina,Iredell,2007,49596.84
North Carolina,Iredell,2008,50570.16
North Carolina,Iredell,2009,51093.77
North Carolina,Iredell,2010,51908.98
North Carolina,Iredell,2011,52926.6
North Carolina,Iredell,2012,53005.51
North Carolina,Iredell,2013,53399.96
North Carolina,Iredell,2014,54766.84
North Carolina,Iredell,2015,55572.95
North Carolina,Iredell,2016,56980.81
North Carolina,Iredell,2017,57077.93
North Carolina,Iredell,2018,57990.01
North Carolina,Iredell,2019,59126.98
North Carolina,Iredell,2020,60319.3
North Carolina,Iredell,2021,61554.45
North Carolina,Iredell,2022,63073.31
North Carolina,Iredell,2023,64419.47
North Carolina,Iredell,2024,65156.44
North Carolina,Jackson,2005,59687.85
North Carolina,Jackson,2006,61399.24
North Carolina,Jackson,2007,62319.63
North Carolina,Jackson,2008,63915.0
North Carolina,Jackson,2009,64814.94
North Carolina,Jackson,2010,66043.13
North Carolina,Jackson,2011,66660.88
North Carolina,Jackson,2012,67440.29
North Carolina,Jackson,2013,68280.59
North Carolina,Jackson,2014,69641.25
North Carolina,Jackson,2015,71641.8
North Carolina,Jackson,2016,72339.6
North Carolina,Jackson,2017,72428.97
North Carolina,Jackson,2018,74352.61
North Carolina,Jackson,2019,75477.55
North Carolina,Jackson,2020,76289.87
North Carolina,Jackson,2021,76969.6
North Carolina,Jackson,2022,78474.76
North Carolina,Jackson,2023,79309.28
North Carolina,Jackson,2024,80553.07
North Carolina,Johnston,2005,47129.31
North Carolina,Johnston,2006,47976.93
North Carolina,Johnston,2007,48683.08
North Carolina,Johnston,2008,49523.19
North Carolina,Johnston,2009,50727.35
North Carolina,Johnston,2010,51701.39
North Carolina,Johnston,2011,53404.0
North Carolina,Johnston,2012,54605.71
North Carolina,Johnston,2013,55752.63
North Carolina,Johnston,2014,56758.76
North Carolina,Johnston,2015,58109.81
North Carolina,Johnston,2016,58721.32
North Carolina,Johnston,2017,60016.46
North Carolina,Johnston,2018,61197.77
North Carolina,Johnston,2019,61595.79
North Carolina,Johnston,2020,62829.83
North Carolina,Johnston,2021,64061.38
North Carolina,Johnston,2022,63925.53
North Carolina,Johnston,2023,64488.07
North Carolina,Johnston,2024,66441.39
North Carolina,Jones,2005,52861.08
North Carolina,Jones,2006,54051.82
North Carolina,Jones,2007,55100.88
North Carolina,Jones,2008,56529.89
North Carolina,Jones,2009,57637.73
North Carolina,Jones,2010,58820.38
North Carolina,Jones,2011,60139.85
North Carolina,Jones,2012,60559.65
North Carolina,Jones,2013,62084.87
North Carolina,Jones,2014,63470.65
North Carolina,Jones,2015,65574.02
North Carolina,Jones,2016,66580.5
North Carolina,Jones,2017,67725.77
North Carolina,Jones,2018,68619.73
North Carolina,Jones,2019,69037.31
North Carolina,Jones,2020,70156.79
North Carolina,Jones,2021,71208.35
North Carolina,Jones,2022,72154.08
North Carolina,Jones,2023,72995.54
North Carolina,Jones,2024,74306.24
North Carolina,Lee,2005,59114.07
North Carolina,Lee,2006,60651.43
North Carolina,Lee,2007,61574.42
North Carolina,Lee,2008,62229.6
North Carolina,Lee,2009,63761.43
North Carolina,Lee,2010,64484.62
North Carolina,Lee,2011,65684.29
North Carolina,Lee,2012,66474.0
North Carolina,Lee,2013,67101.53
North Carolina,Lee,2014,67541.35
North Carolina,Lee,2015,67987.61
North Carolina,Lee,2016,69393.07
North Carolina,Lee,2017,70124.87
North Carolina,Lee,2018,70908.33
North Carolina,Lee,2019,71844.75
North Carolina,Lee,2020,73445.89
North Carolina,Lee,2021,73644.75
North Carolina,Lee,2022,74655.39
North Carolina,Lee,2023,74665.44
North Carolina,Lee,2024,75329.04
North Carolina,Lenoir,2005,42655.31
North Carolina,Lenoir,2006,43782.21
North Carolina,Lenoir,2007,44132.3
North Carolina,Lenoir,2008,45306.11
North Carolina,Lenoir,2009,46022.43
North Carolina,Lenoir,2010,47981.48
North Carolina,Lenoir,2011,48563.52
North Carolina,Lenoir,2012,49120.54
North Carolina,Lenoir,2013,49759.15
North Carolina,Lenoir,2014,50199.24
North Carolina,Lenoir,2015,50750.09
North Carolina,Lenoir,2016,51916.91
North Carolina,Lenoir,2017,52682.35
North Carolina,Lenoir,2018,53812.5
North Carolina,Lenoir,2019,55139.49
North Carolina,Lenoir,2020,56182.23
North Carolina,Lenoir,2021,57426.04
North Carolina,Lenoir,2022,58668.46
North Carolina,Lenoir,2023,59410.68
North Carolina,Lenoir,2024,60546.4
North Carolina,Lincoln,2005,56919.57
North Carolina,Lincoln,2006,58139.52
North Carolina,Lincoln,2007,59654.02
North Carolina,Lincoln,2008,60690.35
North Carolina,Lincoln,2009,60908.08
North Carolina,Lincoln,2010,62635.59
North Carolina,Lincoln,2011,63836.46
North Carolina,Lincoln,2012,65652.56
North Carolina,Lincoln,2013,66885.66
North Carolina,Lincoln,2014,68133.7
North Carolina,Lincoln,2015,69446.33
North Carolina,Lincoln,2016,69754.58
North Carolina,Lincoln,2017,70893.28
North Carolina,Lincoln,2018,71916.77
North Carolina,Lincoln,2019,72454.52
North Carolina,Lincoln,2020,73418.33
North Carolina,Lincoln,2021,75064.56
North Carolina,Lincoln,2022,76069.92
North Carolina,Lincoln,2023,76575.06
North Carolina,Lincoln,2024,77776.98
North Carolina,McDowell,2005,53011.57
North Carolina,McDowell,2006,54199.5
North Carolina,McDowell,2007,55695.36
North Carolina,McDowell,2008,56739.72
North Carolina,McDowell,2009,58071.01
North Carolina,McDowell,2010,59193.7
North Carolina,McDowell,2011,59899.25
North Carolina,McDowell,2012,61412.9
North Carolina,McDowell,2013,63467.61
North Carolina,McDowell,2014,63943.36
North Carolina,McDowell,2015,64211.08
North Carolina,McDowell,2016,65661.05
North Carolina,McDowell,2017,65926.18
North Carolina,McDowell,2018,67238.22
North Carolina,McDowell,2019,68862.04
North Carolina,McDowell,2020,69349.2
North Carolina,McDowell,2021,70784.37
North Carolina,McDowell,2022,71229.31
North Carolina,McDowell,2023,72018.82
North Carolina,McDowell,2024,72531.35
North Carolina,Macon,2005,49127.32
North Carolina,Macon,2006,50315.69
North Carolina,Macon,2007,51410.95
North Carolina,Macon,2008,52355.63
North Carolina,Macon,2009,53102.37
North Carolina,Macon,2010,54346.18
North Carolina,Macon,2011,55305.24
North Carolina,Macon,2012,56623.22
North Carolina,Macon,2013,57342.01
North Carolina,Macon,2014,58861.25
North Carolina,Macon,2015,59869.58
North Carolina,Macon,2016,59908.95
North Carolina,Macon,2017,61434.42
North Carolina,Macon,2018,61658.88
North Carolina,Macon,2019,63365.27
North Carolina,Macon,2020,63944.73
North Carolina,Macon,2021,64444.87
North Carolina,Macon,2022,65430.28
North Carolina,Macon,2023,66733.98
North Carolina,Macon,2024,67849.23
North Carolina,Madison,2005,50063.77
North Carolina,Madison,2006,50151.12
North Carolina,Madison,2007,50294.89
North Carolina,Madison,2008,51120.22
North Carolina,Madison,2009,52073.01
North Carolina,Madison,2010,52868.03
North Carolina,Madison,2011,54007.7
North Carolina,Madison,2012,55493.45
North Carolina,Madison,2013,56220.26
North Carolina,Madison,2014,56986.9
North Carolina,Madison,2015,57420.02
North Carolina,Madison,2016,57645.98
North Carolina,Madison,2017,58928.61
North Carolina,Madison,2018,58859.44
North Carolina,Madison,2019,60330.66
North Carolina,Madison,2020,60586.19
North Carolina,Madison,2021,61469.32
North Carolina,Madison,2022,61894.79
North Carolina,Madison,2023,63493.79
North Carolina,Madison,2024,64332.31
North Carolina,Martin,2005,49849.85
North Carolina,Martin,2006,51207.58
North Carolina,Martin,2007,52429.18
North Carolina,Martin,2008,52479.84
North Carolina,Martin,2009,53068.2
North Carolina,Martin,2010,53606.67
North Carolina,Martin,2011,54986.08
North Carolina,Martin,2012,56377.83
North Carolina,Martin,2013,58092.69
North Carolina,Martin,2014,59229.33
North Carolina,Martin,2015,61372.59
North Carolina,Martin,2016,62851.13
North Carolina,Martin,2017,63458.5
North Carolina,Martin,2018,65364.76
North Carolina,Martin,2019,66076.81
North Carolina,Martin,2020,66703.92
North Carolina,Martin,2021,67467.71
North Carolina,Martin,2022,67987.72
North Carolina,Martin,2023,69243.97
North Carolina,Martin,2024,69876.52
North Carolina,Mecklenburg,2005,55948.17
North Carolina,Mecklenburg,2006,56439.48
North Carolina,Mecklenburg,2007,57406.91
North Carolina,Mecklenburg,2008,58387.17
North Carolina,Mecklenburg,2009,59335.48
North Carolina,Mecklenburg,2010,60455.09
North Carolina,Mecklenburg,2011,62154.36
North Carolina,Mecklenburg,2012,62513.61
North Carolina,Mecklenburg,2013,63145.87
North Carolina,Mecklenburg,2014,63142.41
North Carolina,Mecklenburg,2015,63813.96
North Carolina,Mecklenburg,2016,64901.82
North Carolina,Mecklenburg,2017,65486.0
North Carolina,Mecklenburg,2018,66407.61
North Carolina,Mecklenburg,2019,67772.72
North Carolina,Mecklenburg,2020,68803.57
North Carolina,Mecklenburg,2021,69482.73
North Carolina,Mecklenburg,2022,71252.03
North Carolina,Mecklenburg,2023,72345.53
North Carolina,Mecklenburg,2024,72887.12
North Carolina,Mitchell,2005,47722.6
North Carolina,Mitchell,2006,48685.98
North Carolina,Mitchell,2007,49901.66
North Carolina,Mitchell,2008,50083.38
North Carolina,Mitchell,2009,51840.06
North Carolina,Mitchell,2010,52932.44
North Carolina,Mitchell,2011,54045.39
North Carolina,Mitchell,2012,55118.56
North Carolina,Mitchell,2013,54876.84
North Carolina,Mitchell,2014,56163.33
North Carolina,Mitchell,2015,56842.88
North Carolina,Mitchell,2016,58206.77
North Carolina,Mitchell,2017,60166.32
North Carolina,Mitchell,2018,60869.86
North Carolina,Mitchell,2019,62588.45
North Carolina,Mitchell,2020,63180.43
North Carolina,Mitchell,2021,64824.37
North Carolina,Mitchell,2022,65222.79
North Carolina,Mitchell,2023,66329.14
North Carolina,Mitchell,2024,67505.77
North Carolina,Montgomery,2005,54374.2
North Carolina,Montgomery,2006,55529.01
North Carolina,Montgomery,2007,57043.05
North Carolina,Montgomery,2008,58324.75
North Carolina,Montgomery,2009,59793.7
North Carolina,Montgomery,2010,60052.9
North Carolina,Montgomery,2011,60638.58
North Carolina,Montgomery,2012,62070.33
North Carolina,Montgomery,2013,61702.44
North Carolina,Montgomery,2014,63675.05
North Carolina,Montgomery,2015,64323.2
North Carolina,Montgomery,2016,66465.83
North Carolina,Montgomery,2017,67404.08
North Carolina,Montgomery,2018,68507.76
North Carolina,Montgomery,2019,69486.0
North Carolina,Montgomery,2020,70706.18
North Carolina,Montgomery,2021,71143.01
North Carolina,Montgomery,2022,71920.36
North Carolina,Montgomery,2023,72651.93
North Carolina,Montgomery,2024,73900.22
North Carolina,Moore,2005,45376.71
North Carolina,Moore,2006,46228.55
North Carolina,Moore,2007,47798.36
North Carolina,Moore,2008,49314.59
North Carolina,Moore,2009,50642.13
North Carolina,Moore,2010,52275.87
North Carolina,Moore,2011,54028.58
North Carolina,Moore,2012,54649.14
North Carolina,Moore,2013,55632.46
North Carolina,Moore,2014,56088.58
North Carolina,Moore,2015,57298.82
North Carolina,Moore,2016,57896.86
North Carolina,Moore,2017,58391.74
North Carolina,Moore,2018,59250.84
North Carolina,Moore,2019,60442.71
North Carolina,Moore,2020,62279.97
North Carolina,Moore,2021,63231.11
North Carolina,Moore,2022,63909.56
North Carolina,Moore,2023,64908.19
North Carolina,Moore,2024,66176.99
North Carolina,Nash,2005,49506.74
North Carolina,Nash,2006,50220.43
North Carolina,Nash,2007,51593.82
North Carolina,Nash,2008,52321.92
North Carolina,Nash,2009,52730.26
North Carolina,Nash,2010,53930.61
North Carolina,Nash,2011,55332.82
North Carolina,Nash,2012,55846.9
North Carolina,Nash,2013,56211.06
North Carolina,Nash,2014,57594.05
North Carolina,Nash,2015,58744.03
North Carolina,Nash,2016,59748.14
North Carolina,Nash,2017,60960.06
North Carolina,Nash,2018,62108.76
North Carolina,Nash,2019,63081.3
North Carolina,Nash,2020,64595.65
North Carolina,Nash,2021,65747.35
North Carolina,Nash,2022,67461.58
North Carolina,Nash,2023,67941.33
North Carolina,Nash,2024,68440.82
North Carolina,New Hanover,2005,45015.53
North Carolina,New Hanover,2006,47161.4
North Carolina,New Hanover,2007,48047.58
North Carolina,New Hanover,2008,48452.23
North Carolina,New Hanover,2009,49757.71
North Carolina,New Hanover,2010,50572.0
North Carolina,New Hanover,2011,52082.63
North Carolina,New Hanover,2012,53419.54
North Carolina,New Hanover,2013,54316.7
North Carolina,New Hanover,2014,55795.17
North Carolina,New Hanover,2015,56283.36
North Carolina,New Hanover,2016,58610.83
North Carolina,New Hanover,2017,59934.53
North Carolina,New Hanover,2018,61176.94
North Carolina,New Hanover,2019,62381.51
North Carolina,New Hanover,2020,62541.77
North Carolina,New Hanover,2021,62662.4
North Carolina,New Hanover,2022,63743.06
North Carolina,New Hanover,2023,64684.09
North Carolina,New Hanover,2024,65961.76
North Carolina,Northampton,2005,61384.56
North Carolina,Northampton,2006,62883.58
North Carolina,Northampton,2007,63561.38
North Carolina,Northampton,2008,64836.51
North Carolina,Northampton,2009,65230.36
North Carolina,Northampton,2010,66441.19
North Carolina,Northampton,2011,67312.71
North Carolina,Northampton,2012,69279.12
North Carolina,Northampton,2013,70358.43
North Carolina,Northampton,2014,71530.24
North Carolina,Northampton,2015,73069.67
North Carolina,Northampton,2016,74141.27
North Carolina,Northampton,2017,75329.82
North Carolina,Northampton,2018,75793.52
North Carolina,Northampton,2019,76210.8
North Carolina,Northampton,2020,77576.27
North Carolina,Northampton,2021,78799.98
North Carolina,Northampton,2022,79779.77
North Carolina,Northampton,2023,79917.59
North Carolina,Northampton,2024,81209.35
North Carolina,Onslow,2005,44154.29
North Carolina,Onslow,2006,45486.63
North Carolina,Onslow,2007,46537.11
North Carolina,Onslow,2008,48133.09
North Carolina,Onslow,2009,49190.61
North Carolina,Onslow,2010,49773.22
North Carolina,Onslow,2011,51567.99
North Carolina,Onslow,2012,53318.41
North Carolina,Onslow,2013,54149.68
North Carolina,Onslow,2014,55102.53
North Carolina,Onslow,2015,56267.3
North Carolina,Onslow,2016,57468.61
North Carolina,Onslow,2017,59548.04
North Carolina,Onslow,2018,59347.33
North Carolina,Onslow,2019,61043.67
North Carolina,Onslow,2020,62340.74
North Carolina,Onslow,2021,63372.89
North Carolina,Onslow,2022,64757.81
North Carolina,Onslow,2023,65804.23
North Carolina,Onslow,2024,67203.49
North Carolina,Orange,2005,48703.33
North Carolina,Orange,2006,49422.35
North Carolina,Orange,2007,50382.16
North Carolina,Orange,2008,51010.83
North Carolina,Orange,2009,50941.01
North Carolina,Orange,2010,52126.06
North Carolina,Orange,2011,53674.99
North Carolina,Orange,2012,54241.41
North Carolina,Orange,2013,54499.21
North Carolina,Orange,2014,56433.97
North Carolina,Orange,2015,57800.68
North Carolina,Orange,2016,58488.43
North Carolina,Orange,2017,59413.73
North Carolina,Orange,2018,59716.05
North Carolina,Orange,2019,60398.78
North Carolina,Orange,2020,61084.03
North Carolina,Orange,2021,62120.78
North Carolina,Orange,2022,63818.26
North Carolina,Orange,2023,64427.11
North Carolina,Orange,2024,65437.66
North Carolina,Pamlico,2005,51737.56
North Carolina,Pamlico,2006,53716.95
North Carolina,Pamlico,2007,54793.38
North Carolina,Pamlico,2008,56281.22
North Carolina,Pamlico,2009,57059.72
North Carolina,Pamlico,2010,57649.64
North Carolina,Pamlico,2011,59003.88
North Carolina,Pamlico,2012,59690.24
North Carolina,Pamlico,2013,61130.9
North Carolina,Pamlico,2014,61970.34
North Carolina,Pamlico,2015,63036.15
North Carolina,Pamlico,2016,63812.14
North Carolina,Pamlico,2017,64355.09
North Carolina,Pamlico,2018,65647.93
North Carolina,Pamlico,2019,66894.83
North Carolina,Pamlico,2020,67662.14
North Carolina,Pamlico,2021,67853.05
North Carolina,Pamlico,2022,69151.12
North Carolina,Pamlico,2023,70211.17
North Carolina,Pamlico,2024,70869.1
North Carolina,Pasquotank,2005,53091.28
North Carolina,Pasquotank,2006,53943.34
North Carolina,Pasquotank,2007,54081.87
North Carolina,Pasquotank,2008,54820.93
North Carolina,Pasquotank,2009,55410.18
North Carolina,Pasquotank,2010,56524.91
North Carolina,Pasquotank,2011,58128.82
North Carolina,Pasquotank,2012,58896.23
North Carolina,Pasquotank,2013,59293.25
North Carolina,Pasquotank,2014,60647.76
North Carolina,Pasquotank,2015,60549.52
North Carolina,Pasquotank,2016,61463.64
North Carolina,Pasquotank,2017,61990.66
North Carolina,Pasquotank,2018,63383.92
North Carolina,Pasquotank,2019,64233.09
North Carolina,Pasquotank,2020,65491.66
North Carolina,Pasquotank,2021,65986.42
North Carolina,Pasquotank,2022,65920.67
North Carolina,Pasquotank,2023,66382.2
North Carolina,Pasquotank,2024,67336.82
North Carolina,Pender,2005,46817.06
North Carolina,Pender,2006,47461.17
North Carolina,Pender,2007,47294.28
North Carolina,Pender,2008,48660.95
North Carolina,Pender,2009,50901.86
North Carolina,Pender,2010,52797.7
North Carolina,Pender,2011,52881.58
North Carolina,Pender,2012,53940.44
North Carolina,Pender,2013,55044.29
North Carolina,Pender,2014,56290.09
North Carolina,Pender,2015,57199.68
North Carolina,Pender,2016,58272.86
North Carolina,Pender,2017,59764.12
North Carolina,Pender,2018,60939.69
North Carolina,Pender,2019,61111.35
North Carolina,Pender,2020,62445.72
North Carolina,Pender,2021,64143.37
North Carolina,Pender,2022,64874.98
North Carolina,Pender,2023,66358.87
North Carolina,Pender,2024,68466.77
North Carolina,Perquimans,2005,44397.78
North Carolina,Perquimans,2006,45499.06
North Carolina,Perquimans,2007,46213.23
North Carolina,Perquimans,2008,46996.37
North Carolina,Perquimans,2009,47612.01
North Carolina,Perquimans,2010,48906.32
North Carolina,Perquimans,2011,49286.94
North Carolina,Perquimans,2012,50961.68
North Carolina,Perquimans,2013,52003.6
North Carolina,Perquimans,2014,53949.62
North Carolina,Perquimans,2015,54835.94
North Carolina,Perquimans,2016,55951.94
North Carolina,Perquimans,2017,56687.34
North Carolina,Perquimans,2018,57614.7
North Carolina,Perquimans,2019,58525.9
North Carolina,Perquimans,2020,60200.59
North Carolina,Perquimans,2021,61896.73
North Carolina,Perquimans,2022,62391.33
North Carolina,Perquimans,2023,62710.95
North Carolina,Perquimans,2024,62598.68
North Carolina,Person,2005,48505.75
North Carolina,Person,2006,48727.24
North Carolina,Person,2007,50708.82
North Carolina,Person,2008,51781.06
North Carolina,Person,2009,52793.19
North Carolina,Person,2010,53263.79
North Carolina,Person,2011,53958.49
North Carolina,Person,2012,54600.7
North Carolina,Person,2013,54647.38
North Carolina,Person,2014,56233.27
North Carolina,Person,2015,57505.0
North Carolina,Person,2016,57958.46
North Carolina,Person,2017,58539.97
North Carolina,Person,2018,59234.92
North Carolina,Person,2019,59634.69
North Carolina,Person,2020,61340.05
North Carolina,Person,2021,62310.73
North Carolina,Person,2022,62763.03
North Carolina,Person,2023,63663.4
North Carolina,Person,2024,64495.38
North Carolina,Pitt,2005,48014.64
North Carolina,Pitt,2006,49423.34
North Carolina,Pitt,2007,49905.03
North Carolina,Pitt,2008,50133.89
North Carolina,Pitt,2009,51591.86
North Carolina,Pitt,2010,52224.39
North Carolina,Pitt,2011,52546.09
North Carolina,Pitt,2012,54327.92
North Carolina,Pitt,2013,54312.07
