State,County,Year,Median_Household_Income
South Carolina,Oconee,2006,42327.25
South Carolina,Oconee,2007,43628.66
South Carolina,Oconee,2008,45021.15
South Carolina,Oconee,2009,46463.71
South Carolina,Oconee,2010,47998.58
South Carolina,Oconee,2011,49365.52
South Carolina,Oconee,2012,51292.93
South Carolina,Oconee,2013,53381.57
South Carolina,Oconee,2014,54377.89
South Carolina,Oconee,2015,56285.69
South Carolina,Oconee,2016,57244.0
South Carolina,Oconee,2017,58637.81
South Carolina,Oconee,2018,59549.76
South Carolina,Oconee,2019,60357.26
South Carolina,Oconee,2020,60484.06
South Carolina,Oconee,2021,61529.58
South Carolina,Oconee,2022,62774.52
South Carolina,Oconee,2023,63552.76
South Carolina,Oconee,2024,64866.4
South Carolina,Orangeburg,2005,41163.66
South Carolina,Orangeburg,2006,43372.6
South Carolina,Orangeburg,2007,45051.41
South Carolina,Orangeburg,2008,46004.97
South Carolina,Orangeburg,2009,47048.39
South Carolina,Orangeburg,2010,47688.32
South Carolina,Orangeburg,2011,48187.62
South Carolina,Orangeburg,2012,48713.87
South Carolina,Orangeburg,2013,50309.72
South Carolina,Orangeburg,2014,50844.57
South Carolina,Orangeburg,2015,50347.78
South Carolina,Orangeburg,2016,51685.08
South Carolina,Orangeburg,2017,52374.73
South Carolina,Orangeburg,2018,52611.89
South Carolina,Orangeburg,2019,53392.5
South Carolina,Orangeburg,2020,54684.24
South Carolina,Orangeburg,2021,56466.4
South Carolina,Orangeburg,2022,56498.19
South Carolina,Orangeburg,2023,57672.8
South Carolina,Orangeburg,2024,58087.37
South Carolina,Pickens,2005,41717.36
South Carolina,Pickens,2006,43573.62
South Carolina,Pickens,2007,43782.33
South Carolina,Pickens,2008,44928.06
South Carolina,Pickens,2009,46067.46
South Carolina,Pickens,2010,47497.87
South Carolina,Pickens,2011,48349.36
South Carolina,Pickens,2012,49768.35
South Carolina,Pickens,2013,50487.76
South Carolina,Pickens,2014,51187.53
South Carolina,Pickens,2015,52865.66
South Carolina,Pickens,2016,53272.91
South Carolina,Pickens,2017,53845.02
South Carolina,Pickens,2018,55817.68
South Carolina,Pickens,2019,57252.1
South Carolina,Pickens,2020,57672.09
South Carolina,Pickens,2021,59319.24
South Carolina,Pickens,2022,60468.52
South Carolina,Pickens,2023,61968.29
South Carolina,Pickens,2024,62460.34
South Carolina,Richland,2005,42575.52
South Carolina,Richland,2006,43451.01
South Carolina,Richland,2007,44464.98
South Carolina,Richland,2008,45090.35
South Carolina,Richland,2009,45820.12
South Carolina,Richland,2010,46786.07
South Carolina,Richland,2011,47355.89
South Carolina,Richland,2012,49463.8
South Carolina,Richland,2013,50743.11
South Carolina,Richland,2014,51038.89
South Carolina,Richland,2015,52037.62
South Carolina,Richland,2016,53523.9
South Carolina,Richland,2017,55002.49
South Carolina,Richland,2018,56143.17
South Carolina,Richland,2019,56922.08
South Carolina,Richland,2020,57666.67
South Carolina,Richland,2021,58882.5
South Carolina,Richland,2022,59276.57
South Carolina,Richland,2023,60389.39
South Carolina,Richland,2024,62110.35
South Carolina,Saluda,2005,52434.41
South Carolina,Saluda,2006,53603.02
South Carolina,Saluda,2007,55152.38
South Carolina,Saluda,2008,55779.75
South Carolina,Saluda,2009,57432.89
South Carolina,Saluda,2010,58722.64
South Carolina,Saluda,2011,59967.03
South Carolina,Saluda,2012,61765.1
South Carolina,Saluda,2013,62413.78
South Carolina,Saluda,2014,63288.45
South Carolina,Saluda,2015,64500.82
South Carolina,Saluda,2016,64265.5
South Carolina,Saluda,2017,65475.08
South Carolina,Saluda,2018,67411.08
South Carolina,Saluda,2019,68335.67
South Carolina,Saluda,2020,69042.26
South Carolina,Saluda,2021,71049.61
South Carolina,Saluda,2022,72109.61
South Carolina,Saluda,2023,72331.49
South Carolina,Saluda,2024,73815.84
South Carolina,Spartanburg,2005,47646.55
South Carolina,Spartanburg,2006,48460.07
South Carolina,Spartanburg,2007,49934.56
South Carolina,Spartanburg,2008,51310.18
South Carolina,Spartanburg,2009,53054.42
South Carolina,Spartanburg,2010,53489.51
South Carolina,Spartanburg,2011,54432.89
South Carolina,Spartanburg,2012,55342.0
South Carolina,Spartanburg,2013,55331.56
South Carolina,Spartanburg,2014,57630.99
South Carolina,Spartanburg,2015,58679.24
South Carolina,Spartanburg,2016,60240.65
South Carolina,Spartanburg,2017,60729.3
South Carolina,Spartanburg,2018,62225.21
South Carolina,Spartanburg,2019,63107.29
South Carolina,Spartanburg,2020,63721.95
South Carolina,Spartanburg,2021,64482.34
South Carolina,Spartanburg,2022,65432.44
South Carolina,Spartanburg,2023,66932.04
South Carolina,Spartanburg,2024,67707.21
South Carolina,Sumter,2005,57147.04
South Carolina,Sumter,2006,58382.25
South Carolina,Sumter,2007,59015.95
South Carolina,Sumter,2008,60306.36
South Carolina,Sumter,2009,61459.87
South Carolina,Sumter,2010,61437.44
South Carolina,Sumter,2011,61998.75
South Carolina,Sumter,2012,63620.77
South Carolina,Sumter,2013,65123.22
South Carolina,Sumter,2014,66602.01
South Carolina,Sumter,2015,67021.48
South Carolina,Sumter,2016,68557.7
South Carolina,Sumter,2017,69539.77
South Carolina,Sumter,2018,70142.34
South Carolina,Sumter,2019,71323.42
South Carolina,Sumter,2020,72021.38
South Carolina,Sumter,2021,74082.49
South Carolina,Sumter,2022,74840.61
South Carolina,Sumter,2023,75737.25
South Carolina,Sumter,2024,76881.27
South Carolina,Union,2005,61793.0
South Carolina,Union,2006,62559.37
South Carolina,Union,2007,63707.09
South Carolina,Union,2008,64629.25
South Carolina,Union,2009,65969.79
South Carolina,Union,2010,67502.04
South Carolina,Union,2011,67824.29
South Carolina,Union,2012,69675.51
South Carolina,Union,2013,71021.17
South Carolina,Union,2014,71333.78
South Carolina,Union,2015,72011.18
South Carolina,Union,2016,73746.2
South Carolina,Union,2017,75093.46
South Carolina,Union,2018,76506.76
South Carolina,Union,2019,77898.79
South Carolina,Union,2020,78373.51
South Carolina,Union,2021,79329.02
South Carolina,Union,2022,80396.02
South Carolina,Union,2023,81771.31
South Carolina,Union,2024,83254.04
South Carolina,Williamsburg,2005,57293.2
South Carolina,Williamsburg,2006,57423.85
South Carolina,Williamsburg,2007,58414.56
South Carolina,Williamsburg,2008,59445.4
South Carolina,Williamsburg,2009,60786.55
South Carolina,Williamsburg,2010,61720.72
South Carolina,Williamsburg,2011,62543.92
South Carolina,Williamsburg,2012,62695.18
South Carolina,Williamsburg,2013,64131.03
South Carolina,Williamsburg,2014,65192.15
South Carolina,Williamsburg,2015,67222.02
South Carolina,Williamsburg,2016,68539.0
South Carolina,Williamsburg,2017,69558.78
South Carolina,Williamsburg,2018,71046.97
South Carolina,Williamsburg,2019,72710.96
South Carolina,Williamsburg,2020,73832.14
South Carolina,Williamsburg,2021,75880.01
South Carolina,Williamsburg,2022,76583.56
South Carolina,Williamsburg,2023,77193.48
South Carolina,Williamsburg,2024,78938.34
South Carolina,York,2005,57946.07
South Carolina,York,2006,59489.29
South Carolina,York,2007,60971.99
South Carolina,York,2008,61757.16
South Carolina,York,2009,62987.02
South Carolina,York,2010,63611.84
South Carolina,York,2011,64067.74
South Carolina,York,2012,64146.36
South Carolina,York,2013,65205.38
South Carolina,York,2014,65363.0
South Carolina,York,2015,65638.27
South Carolina,York,2016,67231.18
South Carolina,York,2017,67860.67
South Carolina,York,2018,68346.86
South Carolina,York,2019,69532.27
South Carolina,York,2020,70479.09
South Carolina,York,2021,72406.63
South Carolina,York,2022,73893.38
South Carolina,York,2023,75772.02
South Carolina,York,2024,77153.79
